Date,langCode,pageviews
2018-04-05,nl,374311
2018-04-05,no,44177
2018-04-05,pl,1012701
2018-04-05,pt,2801634
2018-04-05,ro,41960
2018-04-05,ru,253273
2018-04-05,simple,75160
2018-04-05,sv,147322
2018-04-05,uk,81967
2018-04-05,zh,2133944
2018-04-06,ar,131086
2018-04-06,cs,174103
2018-04-06,da,128372
2018-04-06,de,4819233
2018-04-06,en,68816542
2018-04-06,es,3732942
2018-04-06,fi,90282
2018-04-06,fr,3251067
2018-04-06,he,100120
2018-04-06,hi,192747
2018-04-06,hu,141253
2018-04-06,id,414150
2018-04-06,it,3898052
2018-04-06,ja,13342336
2018-04-06,ko,179957
2018-04-06,nl,369107
2018-04-06,no,80083
2018-04-06,pl,785440
2018-04-06,pt,1986618
2018-04-06,ro,47506
2018-04-06,ru,263556
2018-04-06,simple,84611
2018-04-06,sv,358551
2018-04-06,uk,53226
2018-04-06,zh,2381480
2018-04-07,ar,120568
2018-04-07,cs,133909
2018-04-07,da,88294
2018-04-07,de,4256009
2018-04-07,en,72472368
2018-04-07,es,3209895
2018-04-07,fi,167255
2018-04-07,fr,3184592
2018-04-07,he,139819
2018-04-07,hi,148686
2018-04-07,hu,240557
2018-04-07,id,306402
2018-04-07,it,3942690
2018-04-07,ja,14060079
2018-04-07,ko,195410
2018-04-07,nl,338642
2018-04-07,no,69767
2018-04-07,pl,815279
2018-04-07,pt,1804466
2018-04-07,ro,71452
2018-04-07,ru,324496
2018-04-07,simple,68391
2018-04-07,sv,342078
2018-04-07,uk,53252
2018-04-07,zh,2559350
2018-04-08,ar,185793
2018-04-08,cs,179093
2018-04-08,da,81886
2018-04-08,de,5414454
2018-04-08,en,81696524
2018-04-08,es,4925110
2018-04-08,fi,190717
2018-04-08,fr,4398226
2018-04-08,he,142480
2018-04-08,hi,171518
2018-04-08,hu,604305
2018-04-08,id,505823
2018-04-08,it,4672580
2018-04-08,ja,14771082
2018-04-08,ko,255130
2018-04-08,nl,437639
2018-04-08,no,59576
2018-04-08,pl,1159718
2018-04-08,pt,2667927
2018-04-08,ro,82672
2018-04-08,ru,394994
2018-04-08,simple,75143
2018-04-08,sv,234154
2018-04-08,uk,55693
2018-04-08,zh,2362942
2018-04-09,ar,156749
2018-04-09,cs,185662
2018-04-09,da,74643
2018-04-09,de,5672824
2018-04-09,en,81367210
2018-04-09,es,5632125
2018-04-09,fi,116694
2018-04-09,fr,3611047
2018-04-09,he,157864
2018-04-09,hi,177590
2018-04-09,hu,312738
2018-04-09,id,639952
2018-04-09,it,4788961
2018-04-09,ja,11374036
2018-04-09,ko,194963
2018-04-09,nl,437750
2018-04-09,no,49181
2018-04-09,pl,1057733
2018-04-09,pt,2720131
2018-04-09,ro,48458
2018-04-09,ru,308130
2018-04-09,simple,81694
2018-04-09,sv,200491
2018-04-09,uk,49861
2018-04-09,zh,1763186
2018-04-10,ar,162230
2018-04-10,cs,167484
2018-04-10,da,64628
2018-04-10,de,5763832
2018-04-10,en,73705852
2018-04-10,es,6857944
2018-04-10,fi,89129
2018-04-10,fr,3353468
2018-04-10,he,197806
2018-04-10,hi,163934
2018-04-10,hu,195551
2018-04-10,id,659878
2018-04-10,it,4573802
2018-04-10,ja,10259278
2018-04-10,ko,164767
2018-04-10,nl,404640
2018-04-10,no,49840
2018-04-10,pl,1163218
2018-04-10,pt,2546846
2018-04-10,ro,59836
2018-04-10,ru,292637
2018-04-10,simple,77135
2018-04-10,sv,273068
2018-04-10,uk,78983
2018-04-10,zh,1773700
2018-04-11,ar,176053
2018-04-11,cs,185196
2018-04-11,da,64182
2018-04-11,de,5752688
2018-04-11,en,75603498
2018-04-11,es,6573954
2018-04-11,fi,82558
2018-04-11,fr,3614925
2018-04-11,he,302867
2018-04-11,hi,198888
2018-04-11,hu,157085
2018-04-11,id,730598
2018-04-11,it,4396244
2018-04-11,ja,10770626
2018-04-11,ko,171101
2018-04-11,nl,406837
2018-04-11,no,37441
2018-04-11,pl,1144271
2018-04-11,pt,2519531
2018-04-11,ro,75364
2018-04-11,ru,273179
2018-04-11,simple,82003
2018-04-11,sv,211021
2018-04-11,uk,101372
2018-04-11,zh,1646938
2018-04-12,ar,145925
2018-04-12,cs,158593
2018-04-12,da,60534
2018-04-12,de,5402238
2018-04-12,en,71601754
2018-04-12,es,5802250
2018-04-12,fi,85595
2018-04-12,fr,3257212
2018-04-12,he,325612
2018-04-12,hi,188381
2018-04-12,hu,113675
2018-04-12,id,833233
2018-04-12,it,4469667
2018-04-12,ja,10844378
2018-04-12,ko,163809
2018-04-12,nl,373288
2018-04-12,no,34438
2018-04-12,pl,951110
2018-04-12,pt,2341542
2018-04-12,ro,96303
2018-04-12,ru,299923
2018-04-12,simple,94982
2018-04-12,sv,297510
2018-04-12,uk,98736
2018-04-12,zh,1666931
2018-04-13,ar,201814
2018-04-13,cs,158495
2018-04-13,da,66510
2018-04-13,de,5916863
2018-04-13,en,71093243
2018-04-13,es,4371801
2018-04-13,fi,98775
2018-04-13,fr,2788818
2018-04-13,he,137728
2018-04-13,hi,209443
2018-04-13,hu,117712
2018-04-13,id,402210
2018-04-13,it,3728225
2018-04-13,ja,11048631
2018-04-13,ko,177449
2018-04-13,nl,690868
2018-04-13,no,56566
2018-04-13,pl,780574
2018-04-13,pt,1787028
2018-04-13,ro,53425
2018-04-13,ru,252312
2018-04-13,simple,71330
2018-04-13,sv,460585
2018-04-13,uk,39336
2018-04-13,zh,1662131
2018-04-14,ar,135886
2018-04-14,cs,211022
2018-04-14,da,77046
2018-04-14,de,4807216
2018-04-14,en,71499263
2018-04-14,es,3578069
2018-04-14,fi,142439
2018-04-14,fr,3332082
2018-04-14,he,154150
2018-04-14,hi,232858
2018-04-14,hu,106984
2018-04-14,id,276883
2018-04-14,it,4257362
2018-04-14,ja,13980390
2018-04-14,ko,210017
2018-04-14,nl,942301
2018-04-14,no,46225
2018-04-14,pl,843264
2018-04-14,pt,1672595
2018-04-14,ro,50762
2018-04-14,ru,336990
2018-04-14,simple,68464
2018-04-14,sv,312280
2018-04-14,uk,26531
2018-04-14,zh,2228208
2018-04-15,ar,170297
2018-04-15,cs,226161
2018-04-15,da,84913
2018-04-15,de,6370743
2018-04-15,en,80098672
2018-04-15,es,4734061
2018-04-15,fi,129997
2018-04-15,fr,4244467
2018-04-15,he,167528
2018-04-15,hi,149819
2018-04-15,hu,185077
2018-04-15,id,514978
2018-04-15,it,5666407
2018-04-15,ja,15913557
2018-04-15,ko,226424
2018-04-15,nl,565587
2018-04-15,no,62989
2018-04-15,pl,1236387
2018-04-15,pt,2332918
2018-04-15,ro,71828
2018-04-15,ru,313727
2018-04-15,simple,78551
2018-04-15,sv,253507
2018-04-15,uk,53237
2018-04-15,zh,2623527
2018-04-16,ar,146853
2018-04-16,cs,210673
2018-04-16,da,83785
2018-04-16,de,6524633
2018-04-16,en,81677976
2018-04-16,es,5834444
2018-04-16,fi,104327
2018-04-16,fr,3380086
2018-04-16,he,151126
2018-04-16,hi,154672
2018-04-16,hu,109008
2018-04-16,id,803186
2018-04-16,it,4496031
2018-04-16,ja,11455610
2018-04-16,ko,447367
2018-04-16,nl,507774
2018-04-16,no,37804
2018-04-16,pl,1332276
2018-04-16,pt,2669764
2018-04-16,ro,90804
2018-04-16,ru,303551
2018-04-16,simple,85349
2018-04-16,sv,158062
2018-04-16,uk,116687
2018-04-16,zh,1839510
2018-04-17,ar,118920
2018-04-17,cs,168496
2018-04-17,da,66529
2018-04-17,de,5334012
2018-04-17,en,71826109
2018-04-17,es,5819912
2018-04-17,fi,109889
2018-04-17,fr,2745897
2018-04-17,he,323334
2018-04-17,hi,175435
2018-04-17,hu,122064
2018-04-17,id,846477
2018-04-17,it,4258712
2018-04-17,ja,11960679
2018-04-17,ko,221512
2018-04-17,nl,382777
2018-04-17,no,30674
2018-04-17,pl,1222608
2018-04-17,pt,2463302
2018-04-17,ro,92378
2018-04-17,ru,331859
2018-04-17,simple,80100
2018-04-17,sv,180895
2018-04-17,uk,138352
2018-04-17,zh,1614401
2018-04-18,ar,122595
2018-04-18,cs,166008
2018-04-18,da,52486
2018-04-18,de,4869092
2018-04-18,en,71313632
2018-04-18,es,5931344
2018-04-18,fi,82153
2018-04-18,fr,2714687
2018-04-18,he,353954
2018-04-18,hi,178351
2018-04-18,hu,138413
2018-04-18,id,827152
2018-04-18,it,3984182
2018-04-18,ja,11830986
2018-04-18,ko,221406
2018-04-18,nl,386850
2018-04-18,no,36511
2018-04-18,pl,1228286
2018-04-18,pt,2392692
2018-04-18,ro,112157
2018-04-18,ru,278437
2018-04-18,simple,70876
2018-04-18,sv,148872
2018-04-18,uk,175355
2018-04-18,zh,1485769
2018-04-19,ar,95582
2018-04-19,cs,144540
2018-04-19,da,57515
2018-04-19,de,4559444
2018-04-19,en,66384870
2018-04-19,es,5727477
2018-04-19,fi,88118
2018-04-19,fr,2673738
2018-04-19,he,257135
2018-04-19,hi,154672
2018-04-19,hu,110105
2018-04-19,id,658514
2018-04-19,it,3785256
2018-04-19,ja,11434549
2018-04-19,ko,229465
2018-04-19,nl,322032
2018-04-19,no,32292
2018-04-19,pl,1038622
2018-04-19,pt,2224050
2018-04-19,ro,86708
2018-04-19,ru,361777
2018-04-19,simple,68614
2018-04-19,sv,186739
2018-04-19,uk,129437
2018-04-19,zh,1697951
2018-04-20,ar,155811
2018-04-20,cs,189359
2018-04-20,da,80709
2018-04-20,de,5240969
2018-04-20,en,67958336
2018-04-20,es,4955004
2018-04-20,fi,159660
2018-04-20,fr,3165409
2018-04-20,he,253677
2018-04-20,hi,131344
2018-04-20,hu,174054
2018-04-20,id,502288
2018-04-20,it,4237170
2018-04-20,ja,11141233
2018-04-20,ko,204686
2018-04-20,nl,619707
2018-04-20,no,87714
2018-04-20,pl,926184
2018-04-20,pt,1933891
2018-04-20,ro,82788
2018-04-20,ru,355497
2018-04-20,simple,73598
2018-04-20,sv,678114
2018-04-20,uk,57942
2018-04-20,zh,1698921
2018-04-21,ar,106511
2018-04-21,cs,162381
2018-04-21,da,79471
2018-04-21,de,4567139
2018-04-21,en,67434474
2018-04-21,es,3771294
2018-04-21,fi,167837
2018-04-21,fr,3087814
2018-04-21,he,257275
2018-04-21,hi,136427
2018-04-21,hu,127517
2018-04-21,id,418573
2018-04-21,it,4322067
2018-04-21,ja,13010977
2018-04-21,ko,204146
2018-04-21,nl,493854
2018-04-21,no,67041
2018-04-21,pl,878790
2018-04-21,pt,1735422
2018-04-21,ro,70990
2018-04-21,ru,374927
2018-04-21,simple,64829
2018-04-21,sv,667795
2018-04-21,uk,32234
2018-04-21,zh,2110751
